1551053620.485,Pointer moved to ,(1043.1171875, 126.97265625)
1551053620.531,Pointer moved to ,(1043.1171875, 126.97265625)
1551053620.597,Pointer moved to ,(1043.1171875, 126.97265625)
1551053620.663,Pointer moved to ,(1043.1171875, 126.97265625)
1551053620.729,Pointer moved to ,(1043.1171875, 126.97265625)
1551053620.795,Pointer moved to ,(1043.1171875, 126.97265625)
1551053620.860,Pointer moved to ,(1043.1171875, 126.97265625)
1551053620.926,Pointer moved to ,(1043.1171875, 126.97265625)
1551053620.992,Pointer moved to ,(1043.1171875, 126.97265625)
1551053621.057,Pointer moved to ,(1043.1171875, 126.97265625)
1551053621.123,Pointer moved to ,(1043.1171875, 126.97265625)
1551053621.189,Pointer moved to ,(1043.1171875, 126.97265625)
1551053621.254,Pointer moved to ,(1043.1171875, 126.97265625)
1551053621.320,Pointer moved to ,(1043.1171875, 126.97265625)
1551053621.385,Pointer moved to ,(1043.1171875, 126.97265625)
1551053621.451,Pointer moved to ,(1043.1171875, 126.97265625)
1551053621.517,Pointer moved to ,(1043.1171875, 126.97265625)
1551053621.583,Pointer moved to ,(1043.1171875, 126.49609375)
1551053621.649,Pointer moved to ,(1043.1171875, 126.2578125)
1551053621.715,Pointer moved to ,(1043.1171875, 126.01953125)
1551053621.781,Pointer moved to ,(1043.1171875, 126.01953125)
1551053621.847,Pointer moved to ,(1043.1171875, 126.01953125)
1551053621.912,Pointer moved to ,(1043.1171875, 126.01953125)
1551053621.978,Pointer moved to ,(1043.1171875, 126.01953125)
1551053622.044,Pointer moved to ,(1043.1171875, 126.01953125)
1551053622.110,Pointer moved to ,(1043.1171875, 126.01953125)
1551053622.175,Pointer moved to ,(1043.1171875, 126.01953125)
1551053622.241,Pointer moved to ,(1043.1171875, 126.01953125)
1551053622.307,Pointer moved to ,(1043.1171875, 126.01953125)
1551053622.373,Pointer moved to ,(1047.109375, 125.26953125)
1551053622.438,Pointer moved to ,(1050.81640625, 123.78125)
1551053622.503,Pointer moved to ,(1058.14453125, 124.296875)
1551053622.569,Pointer moved to ,(1061.82421875, 126.0078125)
1551053622.635,Pointer moved to ,(1065.80859375, 130.0234375)
1551053622.701,Pointer moved to ,(1068.38671875, 137.06640625)
1551053622.767,Pointer moved to ,(1070.37890625, 141.65234375)
1551053622.833,Pointer moved to ,(1072.48828125, 143.52734375)
1551053622.899,Pointer moved to ,(1074.36328125, 145.16796875)
1551053622.964,Pointer moved to ,(1077.78515625, 146.62109375)
1551053623.030,Pointer moved to ,(1082.26953125, 148.8359375)
1551053623.096,Pointer moved to ,(1084.6953125, 151.75390625)
1551053623.163,Pointer moved to ,(1086.5703125, 153.39453125)
1551053623.228,Pointer moved to ,(1088.9375, 155.28125)
