1551053546.046,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.093,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.160,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.226,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.293,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.357,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.423,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.489,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.555,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.621,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.687,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.752,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.817,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.883,Pointer moved to ,(274.34765625, 355.01953125)
1551053546.949,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.015,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.081,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.146,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.212,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.278,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.344,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.410,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.477,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.542,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.607,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.673,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.739,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.805,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.871,Pointer moved to ,(274.34765625, 355.01953125)
1551053547.937,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.003,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.069,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.135,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.201,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.267,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.333,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.399,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.465,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.531,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.597,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.663,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.729,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.795,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.860,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.927,Pointer moved to ,(274.34765625, 355.01953125)
1551053548.991,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.057,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.122,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.188,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.254,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.320,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.386,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.452,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.518,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.584,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.650,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.716,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.781,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.847,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.913,Pointer moved to ,(274.34765625, 355.01953125)
1551053549.979,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.045,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.111,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.177,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.244,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.311,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.374,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.440,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.512,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.572,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.638,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.704,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.769,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.835,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.901,Pointer moved to ,(274.34765625, 355.01953125)
1551053550.967,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.033,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.099,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.164,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.230,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.295,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.361,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.428,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.492,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.558,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.624,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.689,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.755,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.821,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.887,Pointer moved to ,(274.34765625, 355.01953125)
1551053551.953,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.018,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.084,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.149,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.214,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.281,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.346,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.411,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.477,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.543,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.608,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.674,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.740,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.806,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.872,Pointer moved to ,(274.34765625, 355.01953125)
1551053552.937,Pointer moved to ,(274.34765625, 355.01953125)
1551053553.003,Pointer moved to ,(274.34765625, 355.01953125)
1551053553.069,Pointer moved to ,(274.34765625, 355.01953125)
1551053553.134,Pointer moved to ,(274.34765625, 355.01953125)
1551053553.200,Pointer moved to ,(274.34765625, 355.01953125)
1551053553.266,Pointer moved to ,(274.34765625, 355.01953125)
1551053553.332,Pointer moved to ,(274.34765625, 355.01953125)
1551053553.398,Pointer moved to ,(274.34765625, 355.01953125)
1551053553.464,Pointer moved to ,(274.34765625, 355.01953125)
1551053553.531,Pointer moved to ,(274.34765625, 355.01953125)
