1551132695.317,Pointer moved to ,(907.19921875, 97.8359375)
1551132695.359,Pointer moved to ,(907.19921875, 97.8359375)
1551132695.426,Pointer moved to ,(907.19921875, 97.8359375)
1551132695.491,Pointer moved to ,(907.19921875, 97.8359375)
1551132695.558,Pointer moved to ,(907.19921875, 97.8359375)
1551132695.625,Pointer moved to ,(907.19921875, 97.8359375)
1551132695.692,Pointer moved to ,(907.19921875, 97.8359375)
1551132695.760,Pointer moved to ,(907.19921875, 97.8359375)
1551132695.824,Pointer moved to ,(907.19921875, 97.8359375)
1551132695.892,Pointer moved to ,(907.19921875, 97.8359375)
1551132695.960,Pointer moved to ,(907.19921875, 97.8359375)
1551132696.025,Pointer moved to ,(907.19921875, 97.8359375)
1551132696.090,Pointer moved to ,(907.19921875, 97.8359375)
1551132696.157,Pointer moved to ,(907.19921875, 97.8359375)
1551132696.224,Pointer moved to ,(907.19921875, 97.60546875)
1551132696.288,Pointer moved to ,(907.42578125, 96.22265625)
1551132696.353,Pointer moved to ,(907.42578125, 95.76171875)
1551132696.418,Pointer moved to ,(907.42578125, 95.76171875)
1551132696.484,Pointer moved to ,(907.42578125, 95.76171875)
1551132696.550,Pointer moved to ,(907.42578125, 95.76171875)
1551132696.617,Pointer moved to ,(907.42578125, 95.76171875)
1551132696.682,Pointer moved to ,(907.42578125, 95.76171875)
1551132696.747,Pointer moved to ,(907.42578125, 95.76171875)
1551132696.813,Pointer moved to ,(907.42578125, 95.76171875)
1551132696.883,Pointer moved to ,(907.42578125, 95.76171875)
1551132696.944,Pointer moved to ,(907.42578125, 95.76171875)
1551132697.011,Pointer moved to ,(907.65234375, 95.76171875)
1551132697.077,Pointer moved to ,(907.65234375, 95.76171875)
1551132697.143,Pointer moved to ,(907.65234375, 95.76171875)
1551132697.209,Pointer moved to ,(907.65234375, 95.76171875)
1551132697.275,Pointer moved to ,(907.65234375, 95.76171875)
1551132697.341,Pointer moved to ,(907.87890625, 95.98828125)
1551132697.407,Pointer moved to ,(908.78515625, 97.12109375)
1551132697.473,Pointer moved to ,(910.59765625, 100.06640625)
1551132697.540,Pointer moved to ,(914.90234375, 103.91796875)
1551132697.605,Pointer moved to ,(915.12890625, 104.14453125)
1551132697.671,Pointer moved to ,(915.35546875, 105.95703125)
1551132697.737,Pointer moved to ,(916.03515625, 108.90234375)
1551132697.803,Pointer moved to ,(916.03515625, 111.16796875)
1551132697.868,Pointer moved to ,(914.8828125, 114.79296875)
1551132697.933,Pointer moved to ,(911.42578125, 118.19140625)
1551132697.998,Pointer moved to ,(903.359375, 121.13671875)
1551132698.064,Pointer moved to ,(892.296875, 124.53515625)
1551132698.129,Pointer moved to ,(881.234375, 128.38671875)
1551132698.195,Pointer moved to ,(872.9375, 131.33203125)
1551132698.260,Pointer moved to ,(862.3359375, 135.18359375)
1551132698.326,Pointer moved to ,(850.8125, 139.94140625)
1551132698.392,Pointer moved to ,(840.90234375, 145.15234375)
1551132698.458,Pointer moved to ,(831.453125, 151.26953125)
1551132698.523,Pointer moved to ,(821.54296875, 157.38671875)
1551132698.588,Pointer moved to ,(811.6328125, 164.18359375)
1551132698.653,Pointer moved to ,(801.953125, 172.11328125)
1551132698.718,Pointer moved to ,(791.3515625, 179.81640625)
1551132698.783,Pointer moved to ,(779.13671875, 188.19921875)
1551132698.848,Pointer moved to ,(766.0, 197.26171875)
1551132698.913,Pointer moved to ,(753.77734375, 206.5546875)
1551132698.978,Pointer moved to ,(742.484375, 215.1640625)
1551132699.044,Pointer moved to ,(730.73046875, 224.0)
1551132699.109,Pointer moved to ,(718.28515625, 233.0625)
1551132699.174,Pointer moved to ,(705.1328125, 242.5859375)
1551132699.240,Pointer moved to ,(691.05078125, 252.5625)
1551132699.306,Pointer moved to ,(678.60546875, 261.3984375)
1551132699.372,Pointer moved to ,(669.38671875, 268.421875)
1551132699.438,Pointer moved to ,(666.16015625, 271.59375)
1551132699.504,Pointer moved to ,(666.16015625, 271.59375)
1551132699.570,Pointer moved to ,(666.83984375, 275.4453125)
1551132699.635,Pointer moved to ,(670.91796875, 285.4140625)
1551132699.701,Pointer moved to ,(676.80859375, 299.24609375)
1551132699.766,Pointer moved to ,(682.703125, 313.54296875)
1551132699.832,Pointer moved to ,(686.10546875, 329.47265625)
1551132699.897,Pointer moved to ,(687.01171875, 345.17578125)
1551132699.962,Pointer moved to ,(687.46484375, 359.44921875)
1551132700.028,Pointer moved to ,(689.05078125, 373.97265625)
1551132700.094,Pointer moved to ,(692.22265625, 389.0078125)
1551132700.159,Pointer moved to ,(697.66015625, 402.8515625)
1551132700.224,Pointer moved to ,(703.32421875, 416.00390625)
1551132700.289,Pointer moved to ,(707.85546875, 429.609375)
1551132700.354,Pointer moved to ,(710.578125, 443.94140625)
1551132700.419,Pointer moved to ,(712.84765625, 457.09375)
1551132700.484,Pointer moved to ,(714.20703125, 467.96875)
1551132700.549,Pointer moved to ,(716.01953125, 478.390625)
1551132700.614,Pointer moved to ,(718.73828125, 489.9453125)
1551132700.679,Pointer moved to ,(722.13671875, 503.5390625)
1551132700.744,Pointer moved to ,(725.53515625, 517.59765625)
1551132700.809,Pointer moved to ,(729.61328125, 530.05859375)
1551132700.874,Pointer moved to ,(735.05078125, 541.83984375)
1551132700.939,Pointer moved to ,(740.71484375, 553.62109375)
1551132701.004,Pointer moved to ,(746.37890625, 564.72265625)
1551132701.069,Pointer moved to ,(750.91015625, 574.01171875)
1551132701.135,Pointer moved to ,(754.08203125, 578.54296875)
1551132701.200,Pointer moved to ,(754.53515625, 578.76953125)
1551132701.266,Pointer moved to ,(763.59765625, 577.84765625)
1551132701.331,Pointer moved to ,(781.421875, 578.30078125)
1551132701.396,Pointer moved to ,(799.734375, 581.71484375)
1551132701.461,Pointer moved to ,(810.16796875, 585.33984375)
1551132701.526,Pointer moved to ,(818.55078125, 588.96484375)
1551132701.591,Pointer moved to ,(831.48828125, 591.91015625)
1551132701.656,Pointer moved to ,(848.84765625, 594.63671875)
1551132701.721,Pointer moved to ,(870.72265625, 597.6171875)
1551132701.786,Pointer moved to ,(896.6484375, 601.97265625)
1551132701.851,Pointer moved to ,(925.48046875, 606.35546875)
1551132701.916,Pointer moved to ,(950.46875, 609.80078125)
1551132701.981,Pointer moved to ,(972.58203125, 611.6328125)
1551132702.046,Pointer moved to ,(993.50390625, 611.859375)
1551132702.111,Pointer moved to ,(1009.43359375, 610.015625)
1551132702.176,Pointer moved to ,(1022.34765625, 606.7890625)
1551132702.241,Pointer moved to ,(1034.58203125, 603.5625)
1551132702.306,Pointer moved to ,(1046.81640625, 600.10546875)
1551132702.371,Pointer moved to ,(1050.66796875, 598.72265625)
1551132702.437,Pointer moved to ,(1053.61328125, 597.5703125)
1551132702.502,Pointer moved to ,(1061.31640625, 592.5)
