1551053549.518, 2.75 1.81 -0.69 -0.81 -0.26 0.01
1551053549.584, 2.69 1.88 -0.38 -0.86 -0.33 0.02
1551053549.650, 2.88 2.00 -0.12 -0.86 -0.38 0.02
1551053549.716, 2.62 1.94 -0.25 -0.85 -0.26 0.00
1551053549.781, 2.56 1.94 0.06 -0.87 -0.23 0.01
1551053549.847, 2.50 1.94 -0.44 -0.85 -0.20 0.01
1551053549.913, 2.44 2.00 -0.19 -0.84 -0.29 0.02
1551053549.979, 2.75 1.75 -0.44 -0.80 -0.28 0.01
1551053550.045, 3.00 2.00 -0.25 -0.79 -0.26 0.01
1551053550.110, 3.56 2.19 -0.25 -0.75 -0.25 0.01
1551053550.177, 2.69 2.06 -0.44 -0.79 -0.27 0.01
1551053550.243, 2.69 2.00 -0.44 -0.80 -0.29 0.01
1551053550.309, 2.56 2.00 -0.19 -0.82 -0.31 0.01
1551053550.373, 2.94 2.06 0.00 -0.89 -0.25 0.01
1551053550.439, 2.62 1.88 -0.31 -0.88 -0.18 0.00
1551053550.506, 2.75 1.94 -0.38 -0.85 -0.21 0.01
1551053550.572, 3.06 2.25 -0.06 -0.81 -0.26 0.02
1551053550.638, 2.00 1.56 -0.19 -0.80 -0.28 0.01
1551053550.704, 2.38 2.38 -0.38 -0.84 -0.23 0.01
1551053550.769, 2.31 2.06 0.06 -0.89 -0.32 0.02
1551053550.835, 2.25 2.25 -0.12 -0.85 -0.29 0.01
1551053550.901, 2.12 2.12 -0.44 -0.90 -0.60 0.04
1551053550.967, 2.38 2.56 -0.25 -0.88 -0.69 0.03
1551053551.033, 2.56 1.62 -0.31 -0.89 -0.52 0.00
1551053551.099, 2.44 2.19 -0.06 -0.99 -0.43 0.01
1551053551.164, 3.38 2.56 0.00 -0.96 -0.46 0.02
1551053551.230, 2.56 1.69 -0.19 -0.96 -0.37 0.01
1551053551.295, 2.94 2.06 0.00 -0.89 -0.33 0.01
1551053551.361, 2.06 2.12 -0.12 -0.92 -0.34 0.01
1551053551.427, 3.44 2.06 -0.19 -0.88 -0.30 0.01
1551053551.492, 3.12 2.31 0.06 -0.89 -0.34 0.02
1551053551.558, 2.81 2.31 -0.38 -0.95 -0.37 0.02
1551053551.624, 2.50 2.31 -0.12 -0.90 -0.31 0.01
1551053551.689, 2.06 1.75 0.06 -0.97 -0.29 0.01
1551053551.755, 2.88 2.06 -0.31 -0.91 -0.20 0.00
1551053551.821, 2.88 2.19 -0.12 -0.85 -0.23 0.01
1551053551.887, 2.75 2.19 -0.06 -0.93 -0.25 0.01
1551053551.952, 2.31 1.69 -0.38 -0.93 -0.26 0.01
1551053552.018, 2.56 2.00 0.00 -0.96 -0.20 0.01
1551053552.084, 2.31 2.19 -0.06 -0.99 -0.21 0.01
1551053552.149, 2.69 1.69 0.00 -0.97 -0.19 0.01
1551053552.214, 3.12 1.94 0.00 -0.93 -0.28 0.02
1551053552.280, 3.31 1.94 -0.44 -0.94 -0.21 0.01
1551053552.346, 3.12 2.00 -0.31 -0.93 -0.21 0.01
1551053552.411, 2.50 2.00 0.06 -0.88 -0.19 0.01
1551053552.477, 2.88 2.12 -0.19 -0.83 -0.19 0.01
1551053552.543, 2.62 1.88 -0.06 -0.78 -0.22 0.01
1551053552.607, 2.69 2.06 0.06 -0.75 -0.28 0.02
1551053552.674, 3.12 2.12 -0.31 -0.75 -0.29 0.01
1551053552.740, 2.06 1.88 -0.06 -0.85 -0.26 0.01
1551053552.806, 2.56 2.19 -0.31 -0.92 -0.22 0.01
1551053552.872, 2.25 1.69 -0.25 -0.94 -0.27 0.01
1551053552.937, 2.88 1.75 0.00 -0.95 -0.30 0.01
1551053553.003, 2.88 2.38 -0.25 -0.92 -0.23 0.01
1551053553.068, 3.31 2.00 -0.31 -0.89 -0.18 0.01
1551053553.134, 2.56 2.06 0.25 -0.87 -0.16 0.01
1551053553.200, 2.62 2.38 -0.31 -0.96 -0.22 0.02
1551053553.266, 2.62 1.81 -0.31 -0.96 -0.24 0.01
1551053553.332, 3.06 1.75 -0.56 -0.99 -0.24 0.01
1551053553.398, 2.81 2.12 -0.38 -1.05 -0.18 0.01
1551053553.464, 2.75 1.94 -0.19 -1.05 -0.15 0.01
1551053553.530, 2.38 1.94 -0.44 -1.03 -0.15 0.01
1551053553.596, 2.94 2.12 -0.06 -1.00 -0.18 0.01
1551053553.662, 2.50 2.12 -0.12 -1.00 -0.17 0.01
1551053553.728, 2.12 1.88 -0.19 -1.03 -0.13 0.01
