1551133447.659,Pointer moved to ,(902.91015625, 123.875)
1551133447.700,Pointer moved to ,(902.91015625, 123.875)
1551133447.765,Pointer moved to ,(902.91015625, 123.875)
1551133447.830,Pointer moved to ,(902.91015625, 123.875)
1551133447.895,Pointer moved to ,(902.91015625, 123.875)
1551133447.960,Pointer moved to ,(902.91015625, 123.875)
1551133448.026,Pointer moved to ,(902.91015625, 123.875)
1551133448.091,Pointer moved to ,(902.91015625, 123.875)
1551133448.156,Pointer moved to ,(902.91015625, 123.875)
1551133448.223,Pointer moved to ,(902.91015625, 123.875)
1551133448.290,Pointer moved to ,(902.91015625, 123.875)
1551133448.357,Pointer moved to ,(902.91015625, 123.875)
1551133448.423,Pointer moved to ,(902.91015625, 123.875)
1551133448.489,Pointer moved to ,(902.91015625, 123.875)
1551133448.555,Pointer moved to ,(902.91015625, 124.5546875)
1551133448.622,Pointer moved to ,(903.58984375, 126.8203125)
1551133448.688,Pointer moved to ,(905.40234375, 129.0859375)
1551133448.754,Pointer moved to ,(907.44140625, 130.671875)
1551133448.820,Pointer moved to ,(911.74609375, 132.9375)
1551133448.885,Pointer moved to ,(918.76953125, 136.3359375)
1551133448.951,Pointer moved to ,(926.69921875, 141.7734375)
1551133449.018,Pointer moved to ,(935.30859375, 149.25)
1551133449.083,Pointer moved to ,(943.23828125, 155.59375)
1551133449.148,Pointer moved to ,(950.48828125, 162.6171875)
1551133449.214,Pointer moved to ,(959.09765625, 170.546875)
1551133449.279,Pointer moved to ,(970.87890625, 179.609375)
1551133449.344,Pointer moved to ,(984.734375, 189.35546875)
1551133449.409,Pointer moved to ,(997.421875, 199.09765625)
1551133449.474,Pointer moved to ,(1009.203125, 207.48046875)
1551133449.539,Pointer moved to ,(1019.171875, 214.50390625)
1551133449.604,Pointer moved to ,(1030.2734375, 222.43359375)
1551133449.669,Pointer moved to ,(1042.734375, 231.26953125)
1551133449.734,Pointer moved to ,(1055.8984375, 240.33984375)
1551133449.799,Pointer moved to ,(1069.73046875, 250.5390625)
1551133449.864,Pointer moved to ,(1082.41796875, 260.0546875)
1551133449.929,Pointer moved to ,(1094.65234375, 268.2109375)
1551133449.994,Pointer moved to ,(1106.88671875, 275.234375)
1551133450.059,Pointer moved to ,(1118.44140625, 281.8046875)
1551133450.124,Pointer moved to ,(1129.31640625, 288.6015625)
1551133450.189,Pointer moved to ,(1138.60546875, 295.625)
1551133450.255,Pointer moved to ,(1147.44140625, 302.875)
1551133450.321,Pointer moved to ,(1154.91796875, 308.765625)
1551133450.386,Pointer moved to ,(1163.30078125, 315.5625)
1551133450.451,Pointer moved to ,(1170.32421875, 321.0)
1551133450.516,Pointer moved to ,(1173.72265625, 325.3046875)
1551133450.581,Pointer moved to ,(1174.17578125, 329.3828125)
1551133450.647,Pointer moved to ,(1173.25390625, 336.6328125)
1551133450.713,Pointer moved to ,(1171.640625, 345.921875)
1551133450.778,Pointer moved to ,(1170.02734375, 354.53125)
1551133450.844,Pointer moved to ,(1167.4921875, 363.3671875)
1551133450.909,Pointer moved to ,(1164.95703125, 373.7890625)
1551133450.975,Pointer moved to ,(1160.578125, 386.4765625)
1551133451.041,Pointer moved to ,(1155.046875, 400.296875)
1551133451.107,Pointer moved to ,(1148.58984375, 415.7265625)
1551133451.173,Pointer moved to ,(1142.125, 430.953125)
