1551137528.469, 25.00 -2.16 -1.37 0.03 0.05 -0.97
1551137528.496, 2.56 2.31 -0.25 -2.12 -1.36 0.03
1551137528.497, 2.25 1.94 -0.38 -2.15 -1.40 0.03
1551137528.497, 2.50 2.25 -0.31 -2.14 -1.45 0.04
1551137528.498, 1.88 2.12 -0.50 -2.14 -1.50 0.04
1551137528.499, 2.88 2.19 0.38 -2.18 -1.50 0.03
1551137528.499, 2.31 2.06 -0.19 -2.26 -1.45 0.03
1551137528.500, 2.50 2.50 -0.38 -2.28 -1.47 0.03
1551137528.501, 2.38 2.06 -0.50 -2.27 -1.47 0.03
1551137528.501, 2.00 2.50 -0.25 -2.36 -1.42 0.03
1551137528.502, 2.94 2.06 -0.12 -2.25 -1.35 0.03
1551137528.503, 3.00 2.19 -0.12 -2.22 -1.32 0.03
1551137528.503, 2.94 1.75 -0.44 -2.16 -1.32 0.03
1551137528.504, 2.12 2.25 -0.44 -2.20 -1.44 0.04
1551137528.505, 2.12 2.00 -0.75 -2.23 -1.41 0.03
1551137528.506, 2.38 2.19 -0.62 -2.20 -1.36 0.03
1551137528.507, 2.31 2.31 0.25 -2.17 -1.32 0.03
1551137528.508, 2.50 2.06 -0.31 -2.24 -1.42 0.04
1551137528.509, 2.94 2.38 -0.12 -2.26 -1.41 0.03
1551137528.509, 2.00 2.19 -0.62 -2.33 -1.37 0.03
1551137528.510, 2.56 2.25 -0.38 -2.27 -1.33 0.03
1551137528.511, 3.00 2.31 -0.62 -2.22 -1.35 0.03
1551137528.511, 2.44 2.00 -0.19 -2.27 -1.36 0.03
1551137528.512, 2.06 2.56 0.12 -2.30 -1.32 0.03
1551137528.513, 1.69 2.44 -0.31 -2.29 -1.35 0.03
1551137528.514, 2.88 2.19 -0.75 -2.19 -1.33 0.03
1551137528.514, 2.19 2.19 0.00 -2.12 -1.36 0.03
1551137528.515, 1.81 2.19 -0.12 -2.20 -1.39 0.03
1551137528.515, 2.19 2.06 0.00 -2.21 -1.45 0.04
1551137528.516, 2.25 2.25 -0.19 -2.21 -1.50 0.04
1551137528.517, 1.81 2.12 -0.44 -2.20 -1.42 0.03
1551137528.517, 2.62 2.56 -0.44 -2.17 -1.38 0.03
1551137528.518, 2.75 2.31 -0.19 -2.20 -1.36 0.03
1551137528.519, 2.06 2.19 -0.25 -2.20 -1.35 0.03
1551137528.519, 2.00 1.69 -0.06 -2.18 -1.38 0.03
1551137528.520, 2.50 1.94 -0.44 -2.12 -1.39 0.03
1551137528.521, 2.06 2.38 -0.50 -2.17 -1.37 0.03
1551137528.522, 3.12 2.56 -0.25 -2.13 -1.34 0.03
1551137528.523, 1.75 2.19 -0.56 -2.11 -1.41 0.04
1551137528.524, 2.50 2.44 0.06 -2.13 -1.43 0.03
1551137528.524, 1.69 2.19 -0.12 -2.11 -1.34 0.02
1551137528.525, 3.06 2.56 -0.12 -2.06 -1.33 0.03
1551137528.526, 2.62 2.44 -0.19 -2.14 -1.36 0.03
1551137528.526, 2.56 2.56 -0.25 -2.11 -1.32 0.03
1551137528.527, 2.44 2.25 -0.44 -2.17 -1.34 0.03
1551137528.528, 1.88 2.00 -0.38 -2.18 -1.31 0.03
1551137528.528, 1.88 1.94 -0.50 -2.20 -1.33 0.03
1551137528.529, 3.00 2.44 -0.50 -2.18 -1.29 0.03
1551137528.530, 2.56 2.19 -0.12 -2.16 -1.38 0.04
1551137528.530, 1.75 1.94 -0.50 -2.13 -1.38 0.03
1551137528.531, 2.25 1.94 -0.12 -2.15 -1.40 0.03
1551137528.532, 2.69 2.06 -0.44 -2.11 -1.38 0.03
1551137528.532, 2.44 2.62 -0.62 -2.14 -1.38 0.03
1551137528.533, 2.44 2.00 -0.25 -2.16 -1.42 0.03
1551137528.534, 3.00 2.00 -0.25 -2.03 -1.41 0.03
1551137528.534, 2.56 2.38 -0.38 -2.08 -1.42 0.03
1551137528.535, 2.31 2.06 -0.25 -2.03 -1.40 0.03
1551137528.536, 1.88 2.12 -0.31 -2.06 -1.38 0.03
1551137528.536, 2.44 2.38 -0.62 -2.07 -1.31 0.03
1551137528.537, 2.31 2.44 -0.50 -2.02 -1.29 0.03
1551137528.538, 2.88 2.19 -0.38 -1.93 -1.29 0.03
1551137528.539, 2.75 2.44 -0.38 -2.00 -1.29 0.03
1551137528.539, 2.31 2.38 0.00 -2.02 -1.28 0.03
1551137528.540, 2.50 2.50 -0.31 -2.13 -1.29 0.03
1551137528.540, 1.62 2.69 -0.50 -2.10 -1.29 0.03
1551137528.541, 2.38 2.19 -0.06 -2.15 -1.29 0.03
1551137528.542, 1.94 2.56 1.19 -2.27 -1.22 0.02
1551137528.542, 2.00 2.81 0.56 -2.37 -1.24 0.03
1551137528.543, 2.62 2.50 -0.12 -2.39 -1.24 0.03
1551137528.544, 3.06 2.19 -0.50 -2.35 -1.26 0.03
1551137528.545, 1.25 2.69 -0.56 -2.44 -1.31 0.04
1551137528.545, 2.69 2.06 -0.19 -2.43 -1.30 0.03
1551137528.546, 1.69 2.00 -0.50 -2.43 -1.40 0.04
1551137528.547, 2.69 2.31 -0.25 -2.40 -1.46 0.04
1551137528.547, 2.38 2.25 -0.31 -2.33 -1.49 0.03
1551137528.548, 2.69 2.00 -0.50 -2.27 -1.45 0.03
1551137528.549, 2.44 2.38 -0.19 -2.27 -1.44 0.03
1551137528.549, 2.12 2.56 -0.19 -2.37 -1.46 0.04
1551137528.550, 2.50 2.19 -0.56 -2.38 -1.45 0.03
1551137528.551, 2.44 2.19 -0.19 -2.36 -1.49 0.04
1551137528.551, 2.25 2.19 -0.25 -2.35 -1.42 0.03
1551137528.552, 2.50 2.31 -0.44 -2.34 -1.40 0.03
1551137528.552, 2.56 2.31 -0.44 -2.32 -1.42 0.03
1551137528.553, 2.50 2.25 -0.38 -2.25 -1.53 0.04
1551137528.554, 1.94 2.12 -0.44 -2.25 -1.45 0.03
1551137528.555, 2.31 2.38 -0.06 -2.21 -1.42 0.03
1551137528.556, 1.75 2.06 -0.44 -2.20 -1.38 0.03
1551137528.557, 2.06 2.12 -0.31 -2.27 -1.43 0.03
1551137528.558, 2.94 2.50 -0.19 -2.24 -1.41 0.03
1551137528.558, 2.56 1.94 -0.44 -2.13 -1.40 0.03
1551137528.559, 2.94 2.00 -0.62 -2.15 -1.42 0.03
1551137528.560, 2.81 2.12 -0.06 -0.35 -0.26 0.03
